trait_tissue	trait_desc	trait_seqid	trait_gene_ids	trait_protein_ids	notes_sex	notes_source_id	notes_maker	notes_maker_platform_technology	notes_maker_platform_description	notes_maker_platform_version
Plasma	Epithelial splicing regulatory protein 1	8828-21	ENSG00000104413	Q6NXG1	combined	seq.8828.21	Somalogic	proteomics	SomaScan	7k
Plasma	BRISC complex subunit Abro1	8830-29	ENSG00000165660	Q15018	combined	seq.8830.29	Somalogic	proteomics	SomaScan	7k
Plasma	Bone marrow stromal antigen 2	8832-55	ENSG00000130303	Q10589	combined	seq.8832.55	Somalogic	proteomics	SomaScan	7k
Plasma	Tumor necrosis factor ligand superfamily member 10	8833-20	ENSG00000121858	P50591	combined	seq.8833.20	Somalogic	proteomics	SomaScan	7k
Plasma	Calnexin	8834-58	ENSG00000127022|ENSG00000283777	P27824	combined	seq.8834.58	Somalogic	proteomics	SomaScan	7k
Plasma	Microfibrillar-associated protein 3-like	8837-8	ENSG00000198948	O75121	combined	seq.8837.8	Somalogic	proteomics	SomaScan	7k
Plasma	Protein CASC4	8838-10	ENSG00000166734	Q6P4E1	combined	seq.8838.10	Somalogic	proteomics	SomaScan	7k
Plasma	Metaxin-2	8839-4	ENSG00000128654	O75431	combined	seq.8839.4	Somalogic	proteomics	SomaScan	7k
Plasma	Complement C1s subcomponent	8840-61	ENSG00000182326	P09871	combined	seq.8840.61	Somalogic	proteomics	SomaScan	7k
Plasma	Cartilage intermediate layer protein 2	8841-65	ENSG00000160161	Q8IUL8	combined	seq.8841.65	Somalogic	proteomics	SomaScan	7k
Plasma	GRAM domain-containing protein 1C	8842-16	ENSG00000178075	Q8IYS0	combined	seq.8842.16	Somalogic	proteomics	SomaScan	7k
Plasma	Myelin regulatory factor	8843-34	ENSG00000124920	Q9Y2G1	combined	seq.8843.34	Somalogic	proteomics	SomaScan	7k
Plasma	A disintegrin and metalloproteinase with thrombospondin motifs 3	8845-2	ENSG00000156140	O15072	combined	seq.8845.2	Somalogic	proteomics	SomaScan	7k
Plasma	Putative inactive group IIC secretory phospholipase A2	8850-5	ENSG00000187980	Q5R387	combined	seq.8850.5	Somalogic	proteomics	SomaScan	7k
Plasma	Protein FAM171B:Extracellular domain	8851-42	ENSG00000144369	Q6P995	combined	seq.8851.42	Somalogic	proteomics	SomaScan	7k
Plasma	SUN domain-containing protein 3	8852-10	ENSG00000164744	Q8TAQ9	combined	seq.8852.10	Somalogic	proteomics	SomaScan	7k
Plasma	C-type lectin domain family 4 member A	8853-2	ENSG00000111729	Q9UMR7	combined	seq.8853.2	Somalogic	proteomics	SomaScan	7k
Plasma	Ribonucleoside-diphosphate reductase subunit M2 B	8854-59	ENSG00000048392	Q7LG56	combined	seq.8854.59	Somalogic	proteomics	SomaScan	7k
Plasma	Basic leucine zipper transcriptional factor ATF-like 3	8858-21	ENSG00000123685	Q9NR55	combined	seq.8858.21	Somalogic	proteomics	SomaScan	7k
Plasma	Carbonic anhydrase-related protein 11	8859-51	ENSG00000063180	O75493	combined	seq.8859.51	Somalogic	proteomics	SomaScan	7k
Plasma	Phosphatidylinositol 3-kinase regulatory subunit alpha	8863-3	ENSG00000145675	P27986	combined	seq.8863.3	Somalogic	proteomics	SomaScan	7k
Plasma	Centromere protein W	8864-59	ENSG00000203760	Q5EE01	combined	seq.8864.59	Somalogic	proteomics	SomaScan	7k
Plasma	Glutaminyl-peptide cyclotransferase-like protein	8866-53	ENSG00000011478	Q9NXS2	combined	seq.8866.53	Somalogic	proteomics	SomaScan	7k
Plasma	Glycodelin	8867-18	ENSG00000122133	P09466	combined	seq.8867.18	Somalogic	proteomics	SomaScan	7k
Plasma	Butyrophilin subfamily 2 member A1	8869-5	ENSG00000112763	Q7KYR7	combined	seq.8869.5	Somalogic	proteomics	SomaScan	7k
Plasma	Nucleophosmin	8870-38	ENSG00000181163	P06748	combined	seq.8870.38	Somalogic	proteomics	SomaScan	7k
Plasma	Nuclear migration protein nudC:N-term, contains nuclear localization domain	8871-14	ENSG00000090273	Q9Y266	combined	seq.8871.14	Somalogic	proteomics	SomaScan	7k
Plasma	Ceroid-lipofuscinosis neuronal protein 5:Lumenal domain	8874-53	ENSG00000102805	O75503	combined	seq.8874.53	Somalogic	proteomics	SomaScan	7k
Plasma	Neurexin-2-beta	8876-51	ENSG00000110076	P58401	combined	seq.8876.51	Somalogic	proteomics	SomaScan	7k
Plasma	Protein eva-1 homolog C:Extracellular domain	8877-22	ENSG00000166979	P58658	combined	seq.8877.22	Somalogic	proteomics	SomaScan	7k
Plasma	YTH domain-containing protein 1	8878-48	ENSG00000275272|ENSG00000083896	Q96MU7	combined	seq.8878.48	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 17:Cytoplasmic domain	8882-1	ENSG00000151694	P78536	combined	seq.8882.1	Somalogic	proteomics	SomaScan	7k
Plasma	Voltage-dependent calcium channel subunit alpha-2/delta-3	8885-6	ENSG00000157445	Q8IZS8	combined	seq.8885.6	Somalogic	proteomics	SomaScan	7k
Plasma	Nuclear migration protein nudC:CS domain	8887-21	ENSG00000090273	Q9Y266	combined	seq.8887.21	Somalogic	proteomics	SomaScan	7k
Plasma	Small integral membrane protein 9	8888-33	ENSG00000203870	A6NGZ8	combined	seq.8888.33	Somalogic	proteomics	SomaScan	7k
Plasma	Cell cycle progression protein 1	8889-5	ENSG00000260916	Q9ULG6	combined	seq.8889.5	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 132B	8890-9	ENSG00000139364	Q14DG7	combined	seq.8890.9	Somalogic	proteomics	SomaScan	7k
Plasma	Probable serine carboxypeptidase CPVL	8891-7	ENSG00000106066	Q9H3G5	combined	seq.8891.7	Somalogic	proteomics	SomaScan	7k
Plasma	Platelet endothelial aggregation receptor 1:Cytoplasmic domain	8892-14	ENSG00000187800	Q5VY43	combined	seq.8892.14	Somalogic	proteomics	SomaScan	7k
Plasma	Poly [ADP-ribose] polymerase 1:region 1	8893-29	ENSG00000143799	P09874	combined	seq.8893.29	Somalogic	proteomics	SomaScan	7k
Plasma	Heterogeneous nuclear ribonucleoprotein A/B	8894-80	ENSG00000197451	Q99729	combined	seq.8894.80	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat-containing protein 37A2	8897-3	ENSG00000238083	A6NM11	combined	seq.8897.3	Somalogic	proteomics	SomaScan	7k
Plasma	UDP-glucuronosyltransferase 1-8	8899-75	ENSG00000242366	Q9HAW9	combined	seq.8899.75	Somalogic	proteomics	SomaScan	7k
Plasma	Neogenin	8900-28	ENSG00000067141	Q92859	combined	seq.8900.28	Somalogic	proteomics	SomaScan	7k
Plasma	14-3-3 protein gamma	8901-40	ENSG00000170027	P61981	combined	seq.8901.40	Somalogic	proteomics	SomaScan	7k
Plasma	Cytochrome c oxidase subunit 6C	8903-1	ENSG00000164919	P09669	combined	seq.8903.1	Somalogic	proteomics	SomaScan	7k
Plasma	Calcium-activated potassium channel subunit beta-3	8905-20	ENSG00000171121	Q9NPA1	combined	seq.8905.20	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat and transmembrane domain-containing protein 2	8906-60	ENSG00000166159|ENSG00000285383	Q8N967	combined	seq.8906.60	Somalogic	proteomics	SomaScan	7k
Plasma	UDP-glucuronosyltransferase 2A1	8907-11	ENSG00000173610|ENSG00000271271	P0DTE4	combined	seq.8907.11	Somalogic	proteomics	SomaScan	7k
Plasma	Potassium voltage-gated channel subfamily E regulatory beta subunit 5:Cytoplasmic domain	8908-14	ENSG00000176076	Q9UJ90	combined	seq.8908.14	Somalogic	proteomics	SomaScan	7k
Plasma	Glucosamine-6-phosphate isomerase 1	8909-77	ENSG00000113552	P46926	combined	seq.8909.77	Somalogic	proteomics	SomaScan	7k
Plasma	Sialic acid-binding Ig-like lectin 11:Cytoplasmic domain, Isoform 2	8913-22	ENSG00000161640	Q96RL6	combined	seq.8913.22	Somalogic	proteomics	SomaScan	7k
Plasma	Stromal interaction molecule 1:Cytoplasmic domain	8916-32	ENSG00000167323	Q13586	combined	seq.8916.32	Somalogic	proteomics	SomaScan	7k
Plasma	Protein-tyrosine kinase 2-beta:Focal adhesion targeting domain	8918-64	ENSG00000120899	Q14289	combined	seq.8918.64	Somalogic	proteomics	SomaScan	7k
Plasma	Polyadenylate-binding protein 2	8921-139	ENSG00000100836	Q86U42	combined	seq.8921.139	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane and coiled-coil domains protein 3:region 1	8922-4	ENSG00000057704	Q9ULS5	combined	seq.8922.4	Somalogic	proteomics	SomaScan	7k
Plasma	Polypeptide N-acetylgalactosaminyltransferase 16	8923-94	ENSG00000100626	Q8N428	combined	seq.8923.94	Somalogic	proteomics	SomaScan	7k
Plasma	Neuron-specific vesicular protein calcyon	8924-55	ENSG00000130643	Q9NYX4	combined	seq.8924.55	Somalogic	proteomics	SomaScan	7k
Plasma	Ribonucleoside-diphosphate reductase subunit M2 B	8925-25	ENSG00000048392	Q7LG56	combined	seq.8925.25	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C7orf73	8927-6	ENSG00000243317	E0CX11	combined	seq.8927.6	Somalogic	proteomics	SomaScan	7k
Plasma	Transcription factor TFIIIB component B'' homolog	8929-7	ENSG00000273873|ENSG00000145734	A6H8Y1	combined	seq.8929.7	Somalogic	proteomics	SomaScan	7k
Plasma	G0/G1 switch protein 2	8931-124	ENSG00000123689	P27469	combined	seq.8931.124	Somalogic	proteomics	SomaScan	7k
Plasma	Ectonucleoside triphosphate diphosphohydrolase 6	8932-1	ENSG00000197586	O75354	combined	seq.8932.1	Somalogic	proteomics	SomaScan	7k
Plasma	Myocyte-specific enhancer factor 2C	8933-84	ENSG00000081189	Q06413	combined	seq.8933.84	Somalogic	proteomics	SomaScan	7k
Plasma	Multidrug resistance-associated protein 6	8935-22	ENSG00000275331|ENSG00000091262	O95255	combined	seq.8935.22	Somalogic	proteomics	SomaScan	7k
Plasma	Neuroligin-3	8941-4	ENSG00000196338	Q9NZ94	combined	seq.8941.4	Somalogic	proteomics	SomaScan	7k
Plasma	39S ribosomal protein L21, mitochondrial	8942-2	ENSG00000197345	Q7Z2W9	combined	seq.8942.2	Somalogic	proteomics	SomaScan	7k
Plasma	BRISC complex subunit Abro1	8945-7	ENSG00000165660	Q15018	combined	seq.8945.7	Somalogic	proteomics	SomaScan	7k
Plasma	Bile acid receptor	8946-38	ENSG00000012504	Q96RI1	combined	seq.8946.38	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 19	8948-13	ENSG00000135074	Q9H013	combined	seq.8948.13	Somalogic	proteomics	SomaScan	7k
Plasma	Calcium-activated chloride channel regulator 2	8950-4	ENSG00000137975	Q9UQC9	combined	seq.8950.4	Somalogic	proteomics	SomaScan	7k
Plasma	Chondroitin sulfate proteoglycan 4	8951-162	ENSG00000173546	Q6UVK1	combined	seq.8951.162	Somalogic	proteomics	SomaScan	7k
Plasma	Granulocyte colony-stimulating factor	8952-65	ENSG00000108342	P09919	combined	seq.8952.65	Somalogic	proteomics	SomaScan	7k
Plasma	Hepatoma-derived growth factor	8953-47	ENSG00000143321	P51858	combined	seq.8953.47	Somalogic	proteomics	SomaScan	7k
Plasma	Mitogen-activated protein kinase kinase kinase kinase 1	8954-30		Q92918	combined	seq.8954.30	Somalogic	proteomics	SomaScan	7k
Plasma	Glycosyltransferase 8 domain-containing protein 1	8955-60	ENSG00000016864	Q68CQ7	combined	seq.8955.60	Somalogic	proteomics	SomaScan	7k
Plasma	Scavenger receptor class F member 2:Extracellular domain	8956-96	ENSG00000244486	Q96GP6	combined	seq.8956.96	Somalogic	proteomics	SomaScan	7k
Plasma	Endoplasmic reticulum lectin 1	8957-72	ENSG00000068912	Q96DZ1	combined	seq.8957.72	Somalogic	proteomics	SomaScan	7k
Plasma	Neural cell adhesion molecule L1-like protein	8958-51	ENSG00000134121	O00533	combined	seq.8958.51	Somalogic	proteomics	SomaScan	7k
Plasma	Disintegrin and metalloproteinase domain-containing protein 17:Extracellular domain	8959-61	ENSG00000151694	P78536	combined	seq.8959.61	Somalogic	proteomics	SomaScan	7k
Plasma	Endoplasmic reticulum aminopeptidase 2	8960-3	ENSG00000164308	Q6P179	combined	seq.8960.3	Somalogic	proteomics	SomaScan	7k
Plasma	Ribosomal protein S6 kinase beta-1	8962-48	ENSG00000108443	P23443	combined	seq.8962.48	Somalogic	proteomics	SomaScan	7k
Plasma	Vesicle transport through interaction with t-SNAREs homolog 1B	8963-8	ENSG00000100568	Q9UEU0	combined	seq.8963.8	Somalogic	proteomics	SomaScan	7k
Plasma	Dual specificity protein phosphatase 26	8967-6	ENSG00000133878	Q9BV47	combined	seq.8967.6	Somalogic	proteomics	SomaScan	7k
Plasma	Monocyte differentiation antigen CD14	8969-49	ENSG00000170458	P08571	combined	seq.8969.49	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor-interacting serine/threonine-protein kinase 2	8970-9	ENSG00000104312	O43353	combined	seq.8970.9	Somalogic	proteomics	SomaScan	7k
Plasma	Neurexin-1	8971-9	ENSG00000179915	Q9ULB1	combined	seq.8971.9	Somalogic	proteomics	SomaScan	7k
Plasma	Fc receptor-like protein 4:Extracellular domain	8973-23	ENSG00000163518	Q96PJ5	combined	seq.8973.23	Somalogic	proteomics	SomaScan	7k
Plasma	Collagen alpha-1(XV) chain	8974-172	ENSG00000204291	P39059	combined	seq.8974.172	Somalogic	proteomics	SomaScan	7k
Plasma	Cell differentiation protein RCD1 homolog	8975-26	ENSG00000144580	Q92600	combined	seq.8975.26	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-1,4 N-acetylgalactosaminyltransferase 1	8976-13	ENSG00000135454	Q00973	combined	seq.8976.13	Somalogic	proteomics	SomaScan	7k
Plasma	Mitogen-activated protein kinase kinase kinase kinase 3	8978-30		Q8IVH8	combined	seq.8978.30	Somalogic	proteomics	SomaScan	7k
Plasma	Cell surface glycoprotein CD200 receptor 2	8980-19	ENSG00000206531	Q6Q8B3	combined	seq.8980.19	Somalogic	proteomics	SomaScan	7k
Plasma	Thrombospondin-3	8982-65	ENSG00000169231	P49746	combined	seq.8982.65	Somalogic	proteomics	SomaScan	7k
Plasma	Golgi membrane protein 1	8983-7	ENSG00000135052	Q8NBJ4	combined	seq.8983.7	Somalogic	proteomics	SomaScan	7k
Plasma	Leucine-rich repeat and calponin homology domain-containing protein 4:Leucine-rich repeat 5	8984-28	ENSG00000077454	O75427	combined	seq.8984.28	Somalogic	proteomics	SomaScan	7k
Plasma	Protein SERAC1	8985-13	ENSG00000122335	Q96JX3	combined	seq.8985.13	Somalogic	proteomics	SomaScan	7k
Plasma	D-3-phosphoglycerate dehydrogenase	8986-2	ENSG00000092621	O43175	combined	seq.8986.2	Somalogic	proteomics	SomaScan	7k
Plasma	Signal peptide, CUB and EGF-like domain-containing protein 1	8989-40	ENSG00000159307	Q8IWY4	combined	seq.8989.40	Somalogic	proteomics	SomaScan	7k
Plasma	Sodium/potassium-transporting ATPase subunit beta-3	8990-42	ENSG00000069849	P54709	combined	seq.8990.42	Somalogic	proteomics	SomaScan	7k
Plasma	Fc receptor-like protein 4:Cytoplasmic domain	8991-115	ENSG00000163518	Q96PJ5	combined	seq.8991.115	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 2	8992-1	ENSG00000135048	Q9UHN6	combined	seq.8992.1	Somalogic	proteomics	SomaScan	7k
Plasma	Receptor-interacting serine/threonine-protein kinase 2	8993-151	ENSG00000104312	O43353	combined	seq.8993.151	Somalogic	proteomics	SomaScan	7k
Plasma	SLAM family member 8	8994-65	ENSG00000158714	Q9P0V8	combined	seq.8994.65	Somalogic	proteomics	SomaScan	7k
Plasma	Neuronal pentraxin receptor	8997-4	ENSG00000221890	O95502	combined	seq.8997.4	Somalogic	proteomics	SomaScan	7k
Plasma	Heparan sulfate glucosamine 3-O-sulfotransferase 4	8998-15	ENSG00000182601	Q9Y661	combined	seq.8998.15	Somalogic	proteomics	SomaScan	7k
Plasma	Carcinoembryonic antigen-related cell adhesion molecule 3	8999-19	ENSG00000170956	P40198	combined	seq.8999.19	Somalogic	proteomics	SomaScan	7k
Plasma	Neutral and basic amino acid transport protein rBAT	9000-177	ENSG00000138079	Q07837	combined	seq.9000.177	Somalogic	proteomics	SomaScan	7k
Plasma	Serpin A11	9002-36	ENSG00000186910	Q86U17	combined	seq.9002.36	Somalogic	proteomics	SomaScan	7k
Plasma	Macrophage receptor MARCO	9003-99	ENSG00000019169	Q9UEW3	combined	seq.9003.99	Somalogic	proteomics	SomaScan	7k
Plasma	Low-density lipoprotein receptor class A domain-containing protein 4	9004-24	ENSG00000168675	O15165	combined	seq.9004.24	Somalogic	proteomics	SomaScan	7k
Plasma	Plexin-A1	9005-16	ENSG00000114554	Q9UIW2	combined	seq.9005.16	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane gamma-carboxyglutamic acid protein 1:Pro-form, Extracellular domain	9008-6	ENSG00000130962	O14668	combined	seq.9008.6	Somalogic	proteomics	SomaScan	7k
Plasma	Pre-mRNA-processing factor 6:region 1	9012-1	ENSG00000101161	O94906	combined	seq.9012.1	Somalogic	proteomics	SomaScan	7k
Plasma	Netrin-1	9013-60	ENSG00000065320	O95631	combined	seq.9013.60	Somalogic	proteomics	SomaScan	7k
Plasma	Transmembrane protein 25	9014-18	ENSG00000149582	Q86YD3	combined	seq.9014.18	Somalogic	proteomics	SomaScan	7k
Plasma	Proteoglycan 3	9015-1	ENSG00000156575	Q9Y2Y8	combined	seq.9015.1	Somalogic	proteomics	SomaScan	7k
Plasma	Oxysterols receptor LXR-beta	9016-12	ENSG00000131408	P55055	combined	seq.9016.12	Somalogic	proteomics	SomaScan	7k
Plasma	Lactase-phlorizin hydrolase	9017-58	ENSG00000115850	P09848	combined	seq.9017.58	Somalogic	proteomics	SomaScan	7k
Plasma	Protocadherin-10:Extracellular domain	9018-38	ENSG00000138650	Q9P2E7	combined	seq.9018.38	Somalogic	proteomics	SomaScan	7k
Plasma	Hepatitis A virus cellular receptor 1	9021-1	ENSG00000113249	Q96D42	combined	seq.9021.1	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-defensin 132	9022-49	ENSG00000186458	Q7Z7B7	combined	seq.9022.49	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-hemoglobin-stabilizing protein	9025-5	ENSG00000169877	Q9NZD4	combined	seq.9025.5	Somalogic	proteomics	SomaScan	7k
Plasma	Butyrophilin-like protein 8	9026-40	ENSG00000113303	Q6UX41	combined	seq.9026.40	Somalogic	proteomics	SomaScan	7k
Plasma	Neuroligin-2:Cytoplasmic domain	9027-10	ENSG00000283859|ENSG00000169992	Q8NFZ4	combined	seq.9027.10	Somalogic	proteomics	SomaScan	7k
Plasma	Poly(A) RNA polymerase, mitochondrial	9028-5	ENSG00000107951	Q9NVV4	combined	seq.9028.5	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C17orf89	9030-56	ENSG00000224877	A1L188	combined	seq.9030.56	Somalogic	proteomics	SomaScan	7k
Plasma	Proto-oncogene tyrosine-protein kinase ROS	9032-30	ENSG00000047936	P08922	combined	seq.9032.30	Somalogic	proteomics	SomaScan	7k
Plasma	MAX-interacting protein 1	9035-2	ENSG00000119950	P50539	combined	seq.9035.2	Somalogic	proteomics	SomaScan	7k
Plasma	Syntaxin-18	9037-1	ENSG00000168818	Q9P2W9	combined	seq.9037.1	Somalogic	proteomics	SomaScan	7k
Plasma	Protein JTB	9038-12	ENSG00000143543	O76095	combined	seq.9038.12	Somalogic	proteomics	SomaScan	7k
Plasma	Torsin-1A-interacting protein 1:Nuclear domain	9039-47	ENSG00000143337	Q5JTV8	combined	seq.9039.47	Somalogic	proteomics	SomaScan	7k
Plasma	Mammalian ependymin-related protein 1	9040-144	ENSG00000086289	Q9UM22	combined	seq.9040.144	Somalogic	proteomics	SomaScan	7k
Plasma	Tuftelin-interacting protein 11	9043-7	ENSG00000100109	Q9UBB9	combined	seq.9043.7	Somalogic	proteomics	SomaScan	7k
Plasma	Contactin-associated protein-like 5	9044-1	ENSG00000155052	Q8WYK1	combined	seq.9044.1	Somalogic	proteomics	SomaScan	7k
Plasma	Very long-chain acyl-CoA synthetase	9045-3	ENSG00000140284	O14975	combined	seq.9045.3	Somalogic	proteomics	SomaScan	7k
Plasma	Monocarboxylate transporter 4	9049-2	ENSG00000141526	O15427	combined	seq.9049.2	Somalogic	proteomics	SomaScan	7k
Plasma	Arginine/serine-rich protein 1	9050-170	ENSG00000117616	Q9BUV0	combined	seq.9050.170	Somalogic	proteomics	SomaScan	7k
Plasma	Interleukin-32	9051-13	ENSG00000008517	P24001	combined	seq.9051.13	Somalogic	proteomics	SomaScan	7k
Plasma	Cysteine-rich protein 2	9053-16	ENSG00000182809	P52943	combined	seq.9053.16	Somalogic	proteomics	SomaScan	7k
Plasma	Myocardial zonula adherens protein	9055-81	ENSG00000263155	P0CAP1	combined	seq.9055.81	Somalogic	proteomics	SomaScan	7k
Plasma	Proteasomal ubiquitin receptor ADRM1	9057-19	ENSG00000130706	Q16186	combined	seq.9057.19	Somalogic	proteomics	SomaScan	7k
Plasma	Mitochondrial import inner membrane translocase subunit Tim21	9058-1	ENSG00000075336	Q9BVV7	combined	seq.9058.1	Somalogic	proteomics	SomaScan	7k
Plasma	Rap guanine nucleotide exchange factor 5	9059-14	ENSG00000136237	Q92565	combined	seq.9059.14	Somalogic	proteomics	SomaScan	7k
Plasma	Protein turtle homolog B	9060-27	ENSG00000080854	Q9UPX0	combined	seq.9060.27	Somalogic	proteomics	SomaScan	7k
Plasma	Rho guanine nucleotide exchange factor 10	9061-3	ENSG00000104728|ENSG00000274726	O15013	combined	seq.9061.3	Somalogic	proteomics	SomaScan	7k
Plasma	RING finger protein 215:Cytoplasmic domain	9064-12	ENSG00000099999	Q9Y6U7	combined	seq.9064.12	Somalogic	proteomics	SomaScan	7k
Plasma	Alpha-taxilin	9065-28	ENSG00000084652	P40222	combined	seq.9065.28	Somalogic	proteomics	SomaScan	7k
Plasma	Janus kinase and microtubule-interacting protein 3	9068-17	ENSG00000188385	Q5VZ66	combined	seq.9068.17	Somalogic	proteomics	SomaScan	7k
Plasma	Uncharacterized protein C17orf67	9070-1	ENSG00000214226	Q0P5P2	combined	seq.9070.1	Somalogic	proteomics	SomaScan	7k
Plasma	Fatty acid hydroxylase domain-containing protein 2	9074-6	ENSG00000170271	Q96IV6	combined	seq.9074.6	Somalogic	proteomics	SomaScan	7k
Plasma	UPF0258 protein KIAA1024	9075-121	ENSG00000169330	Q9UPX6	combined	seq.9075.121	Somalogic	proteomics	SomaScan	7k
Plasma	Proenkephalin-A	9076-25	ENSG00000181195	P01210	combined	seq.9076.25	Somalogic	proteomics	SomaScan	7k
Plasma	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB	9077-10	ENSG00000198162	O60476	combined	seq.9077.10	Somalogic	proteomics	SomaScan	7k
Plasma	Beta-1-syntrophin	9078-207	ENSG00000172164	Q13884	combined	seq.9078.207	Somalogic	proteomics	SomaScan	7k
Plasma	Zinc transporter 3	9081-39	ENSG00000115194	Q99726	combined	seq.9081.39	Somalogic	proteomics	SomaScan	7k
Plasma	Protein sel-1 homolog 2	9082-25	ENSG00000101251	Q5TEA6	combined	seq.9082.25	Somalogic	proteomics	SomaScan	7k
Plasma	Tyrosine-protein phosphatase non-receptor type substrate 1	9083-35	ENSG00000198053	P78324	combined	seq.9083.35	Somalogic	proteomics	SomaScan	7k
Plasma	Mammaglobin-B	9086-95	ENSG00000124939	O75556	combined	seq.9086.95	Somalogic	proteomics	SomaScan	7k
Plasma	NHL repeat-containing protein 3	9087-8	ENSG00000188811	Q5JS37	combined	seq.9087.8	Somalogic	proteomics	SomaScan	7k
Plasma	Junctophilin-3	9089-77	ENSG00000154118	Q8WXH2	combined	seq.9089.77	Somalogic	proteomics	SomaScan	7k
